species,lagoon_island_zone_summary,year,date,month
Marbled Godwit,0,2014,2014-04-24,Apr
Black Turnstone,0,2014,2014-04-24,Apr
Sanderling,0,2014,2014-04-24,Apr
Western Sandpiper,0,2014,2014-04-24,Apr
Least Sandpiper,0,2014,2014-04-24,Apr
Long-billed Dowitcher,3,2014,2014-04-24,Apr
Heermann's Gull,0,2014,2014-04-24,Apr
Ring-billed Gull,0,2014,2014-04-24,Apr
California Gull,0,2014,2014-04-24,Apr
Western Gull,0,2014,2014-04-24,Apr
Forster's Tern,0,2014,2014-04-24,Apr
Rock Dove,0,2014,2014-04-24,Apr
Mourning Dove,0,2014,2014-04-24,Apr
Anna's Hummingbird,8,2014,2014-04-24,Apr
Belted Kingfisher,0,2014,2014-04-24,Apr
Downy Woodpecker,0,2014,2014-04-24,Apr
Black Phoebe,1,2014,2014-04-24,Apr
Say's Phoebe,0,2014,2014-04-24,Apr
Cassin's Kingbird,0,2014,2014-04-24,Apr
Western Scrub-Jay,0,2014,2014-04-24,Apr
American Crow,2,2014,2014-04-24,Apr
Northern Rough-winged Swallow,0,2014,2014-04-24,Apr
Barn Swallow,0,2014,2014-04-24,Apr
Cliff Swallow,0,2014,2014-04-24,Apr
Bushtit,2,2014,2014-04-24,Apr
Bewick's Wren,0,2014,2014-04-24,Apr
House Wren,0,2014,2014-04-24,Apr
Ruby-crowned Kinglet,0,2014,2014-04-24,Apr
Blue-gray Gnatcatcher,0,2014,2014-04-24,Apr
Northern Mockingbird,5,2014,2014-04-24,Apr
European Starling,0,2014,2014-04-24,Apr
American Pipit,0,2014,2014-04-24,Apr
Orange-crowned Warbler,0,2014,2014-04-24,Apr
Yellow-rumped Warbler,0,2014,2014-04-24,Apr
Townsend's Warbler,0,2014,2014-04-24,Apr
Common Yellowthroat,2,2014,2014-04-24,Apr
California Towhee,5,2014,2014-04-24,Apr
Beldingês Savannah Sparrow,0,2014,2014-04-24,Apr
Song Sparrow,12,2014,2014-04-24,Apr
Lincoln's Sparrow,0,2014,2014-04-24,Apr
White-crowned Sparrow,0,2014,2014-04-24,Apr
Golden-crowned Sparrow,0,2014,2014-04-24,Apr
Red-winged Blackbird,1,2014,2014-04-24,Apr
Brown-headed Cowbird,1,2014,2014-04-24,Apr
Hooded Oriole,2,2014,2014-04-24,Apr
House Finch,6,2014,2014-04-24,Apr
Lesser Goldfinch,0,2014,2014-04-24,Apr
American Goldfinch,0,2014,2014-04-24,Apr
Green-winged Teal,0,2014,2014-04-24,Apr
Cedar Waxwing,0,2014,2014-04-24,Apr
Eurasian Collared-Dove,0,2014,2014-04-24,Apr
Tufted Duck,0,2014,2014-04-24,Apr
Surfbird,0,2014,2014-04-24,Apr
Ruddy Turnstone,0,2014,2014-04-24,Apr
Turkey Vulture,0,2014,2014-04-24,Apr
Royal Tern,2,2014,2014-04-24,Apr
Nashville Warbler,1,2014,2014-04-24,Apr
Spotted Sandpiper,0,2014,2014-04-24,Apr
Brandt's Cormorant,0,2014,2014-04-24,Apr
Pacific-slope Flycatcher,0,2014,2014-04-24,Apr
Selasphorus Hummingbird,0,2014,2014-04-24,Apr
California Thrasher,1,2014,2014-04-24,Apr
Savannah Sparrow,0,2014,2014-04-24,Apr
American Wigeon,0,2014,2014-05-21,May
Mallard,0,2014,2014-05-21,May
Redhead,0,2014,2014-05-21,May
Lesser Scaup,0,2014,2014-05-21,May
Bufflehead,0,2014,2014-05-21,May
Red-breasted Merganser,0,2014,2014-05-21,May
Ruddy Duck,0,2014,2014-05-21,May
Pied-billed Grebe,0,2014,2014-05-21,May
Eared Grebe,0,2014,2014-05-21,May
Western Grebe,0,2014,2014-05-21,May
Brown Pelican,0,2014,2014-05-21,May
Double-crested Cormorant,0,2014,2014-05-21,May
Great Blue Heron,1,2014,2014-05-21,May
Great Egret,2,2014,2014-05-21,May
Snowy Egret,0,2014,2014-05-21,May
Green Heron,0,2014,2014-05-21,May
Black-crowned Night Heron,0,2014,2014-05-21,May
Red-shouldered Hawk,0,2014,2014-05-21,May
Red-tailed Hawk,0,2014,2014-05-21,May
American Kestrel,0,2014,2014-05-21,May
American Coot,0,2014,2014-05-21,May
Black-bellied Plover,0,2014,2014-05-21,May
Semipalmated Plover,0,2014,2014-05-21,May
Killdeer,0,2014,2014-05-21,May
Black-necked Stilt,1,2014,2014-05-21,May
Greater Yellowlegs,0,2014,2014-05-21,May
Willet,0,2014,2014-05-21,May
Whimbrel,0,2014,2014-05-21,May
Long-billed Curlew,0,2014,2014-05-21,May
Marbled Godwit,0,2014,2014-05-21,May
Black Turnstone,0,2014,2014-05-21,May
Sanderling,0,2014,2014-05-21,May
Western Sandpiper,0,2014,2014-05-21,May
Least Sandpiper,0,2014,2014-05-21,May
Long-billed Dowitcher,0,2014,2014-05-21,May
Heermann's Gull,0,2014,2014-05-21,May
Ring-billed Gull,0,2014,2014-05-21,May
California Gull,0,2014,2014-05-21,May
Western Gull,0,2014,2014-05-21,May
Forster's Tern,0,2014,2014-05-21,May
Rock Dove,0,2014,2014-05-21,May
Mourning Dove,0,2014,2014-05-21,May
Anna's Hummingbird,1,2014,2014-05-21,May
Belted Kingfisher,2,2014,2014-05-21,May
Downy Woodpecker,1,2014,2014-05-21,May
Black Phoebe,0,2014,2014-05-21,May
Say's Phoebe,1,2014,2014-05-21,May
Cassin's Kingbird,0,2014,2014-05-21,May
Western Scrub-Jay,0,2014,2014-05-21,May
American Crow,4,2014,2014-05-21,May
Northern Rough-winged Swallow,0,2014,2014-05-21,May
Barn Swallow,0,2014,2014-05-21,May
Cliff Swallow,0,2014,2014-05-21,May
Bushtit,0,2014,2014-05-21,May
Bewick's Wren,0,2014,2014-05-21,May
House Wren,0,2014,2014-05-21,May
Ruby-crowned Kinglet,0,2014,2014-05-21,May
Blue-gray Gnatcatcher,0,2014,2014-05-21,May
Northern Mockingbird,2,2014,2014-05-21,May
European Starling,0,2014,2014-05-21,May
American Pipit,0,2014,2014-05-21,May
Orange-crowned Warbler,0,2014,2014-05-21,May
Yellow-rumped Warbler,0,2014,2014-05-21,May
Townsend's Warbler,0,2014,2014-05-21,May
Common Yellowthroat,0,2014,2014-05-21,May
California Towhee,7,2014,2014-05-21,May
Beldingês Savannah Sparrow,0,2014,2014-05-21,May
Song Sparrow,6,2014,2014-05-21,May
Lincoln's Sparrow,2,2014,2014-05-21,May
White-crowned Sparrow,0,2014,2014-05-21,May
Golden-crowned Sparrow,0,2014,2014-05-21,May
Red-winged Blackbird,0,2014,2014-05-21,May
Brown-headed Cowbird,0,2014,2014-05-21,May
Hooded Oriole,0,2014,2014-05-21,May
House Finch,11,2014,2014-05-21,May
Lesser Goldfinch,0,2014,2014-05-21,May
American Goldfinch,0,2014,2014-05-21,May
Peregrine Falcon,1,2014,2014-05-21,May
Western Tanager,0,2014,2014-05-21,May
Allen's Hummingbird,0,2014,2014-05-21,May
Eurasian Collared-Dove,0,2014,2014-05-21,May
Dunlin,0,2014,2014-05-21,May
Warbling Vireo,0,2014,2014-05-21,May
Spotted Sandpiper,1,2014,2014-05-21,May
California Thrasher,1,2014,2014-05-21,May
American Wigeon,0,2014,2014-06-20,Jun
Mallard,0,2014,2014-06-20,Jun
Redhead,0,2014,2014-06-20,Jun
Lesser Scaup,0,2014,2014-06-20,Jun
Bufflehead,0,2014,2014-06-20,Jun
Red-breasted Merganser,0,2014,2014-06-20,Jun
Ruddy Duck,0,2014,2014-06-20,Jun
Pied-billed Grebe,0,2014,2014-06-20,Jun
Eared Grebe,0,2014,2014-06-20,Jun
Western Grebe,0,2014,2014-06-20,Jun
Brown Pelican,18,2014,2014-06-20,Jun
Double-crested Cormorant,19,2014,2014-06-20,Jun
Great Blue Heron,0,2014,2014-06-20,Jun
Great Egret,0,2014,2014-06-20,Jun
Snowy Egret,0,2014,2014-06-20,Jun
Green Heron,0,2014,2014-06-20,Jun
Black-crowned Night Heron,2,2014,2014-06-20,Jun
Red-shouldered Hawk,0,2014,2014-06-20,Jun
Red-tailed Hawk,0,2014,2014-06-20,Jun
American Kestrel,0,2014,2014-06-20,Jun
American Coot,0,2014,2014-06-20,Jun
Black-bellied Plover,0,2014,2014-06-20,Jun
Semipalmated Plover,0,2014,2014-06-20,Jun
Killdeer,0,2014,2014-06-20,Jun
Black-necked Stilt,4,2014,2014-06-20,Jun
Greater Yellowlegs,0,2014,2014-06-20,Jun
Willet,0,2014,2014-06-20,Jun
Whimbrel,0,2014,2014-06-20,Jun
Long-billed Curlew,0,2014,2014-06-20,Jun
Marbled Godwit,0,2014,2014-06-20,Jun
Black Turnstone,0,2014,2014-06-20,Jun
Sanderling,0,2014,2014-06-20,Jun
Western Sandpiper,0,2014,2014-06-20,Jun
Least Sandpiper,0,2014,2014-06-20,Jun
Long-billed Dowitcher,0,2014,2014-06-20,Jun
Heermann's Gull,0,2014,2014-06-20,Jun
Ring-billed Gull,0,2014,2014-06-20,Jun
California Gull,0,2014,2014-06-20,Jun
Western Gull,0,2014,2014-06-20,Jun
Forster's Tern,0,2014,2014-06-20,Jun
Rock Dove,0,2014,2014-06-20,Jun
Mourning Dove,0,2014,2014-06-20,Jun
Anna's Hummingbird,8,2014,2014-06-20,Jun
Belted Kingfisher,0,2014,2014-06-20,Jun
Downy Woodpecker,0,2014,2014-06-20,Jun
Black Phoebe,3,2014,2014-06-20,Jun
Say's Phoebe,0,2014,2014-06-20,Jun
Cassin's Kingbird,0,2014,2014-06-20,Jun
Western Scrub-Jay,0,2014,2014-06-20,Jun
American Crow,1,2014,2014-06-20,Jun
Northern Rough-winged Swallow,3,2014,2014-06-20,Jun
Barn Swallow,0,2014,2014-06-20,Jun
Cliff Swallow,0,2014,2014-06-20,Jun
Bushtit,0,2014,2014-06-20,Jun
Bewick's Wren,0,2014,2014-06-20,Jun
House Wren,0,2014,2014-06-20,Jun
Ruby-crowned Kinglet,0,2014,2014-06-20,Jun
Blue-gray Gnatcatcher,0,2014,2014-06-20,Jun
Northern Mockingbird,1,2014,2014-06-20,Jun
European Starling,0,2014,2014-06-20,Jun
American Pipit,0,2014,2014-06-20,Jun
Orange-crowned Warbler,0,2014,2014-06-20,Jun
Yellow-rumped Warbler,0,2014,2014-06-20,Jun
Townsend's Warbler,0,2014,2014-06-20,Jun
Common Yellowthroat,0,2014,2014-06-20,Jun
California Towhee,4,2014,2014-06-20,Jun
Beldingês Savannah Sparrow,0,2014,2014-06-20,Jun
Song Sparrow,3,2014,2014-06-20,Jun
Lincoln's Sparrow,0,2014,2014-06-20,Jun
White-crowned Sparrow,0,2014,2014-06-20,Jun
Golden-crowned Sparrow,0,2014,2014-06-20,Jun
Red-winged Blackbird,20,2014,2014-06-20,Jun
Brown-headed Cowbird,0,2014,2014-06-20,Jun
Hooded Oriole,6,2014,2014-06-20,Jun
House Finch,3,2014,2014-06-20,Jun
Lesser Goldfinch,0,2014,2014-06-20,Jun
American Goldfinch,0,2014,2014-06-20,Jun
Caspian Tern,0,2014,2014-06-20,Jun
Brewer's Blackbird,0,2014,2014-06-20,Jun
Eurasian Collared-Dove,0,2014,2014-06-20,Jun
Turkey Vulture,0,2014,2014-06-20,Jun
California Thrasher,1,2014,2014-06-20,Jun
Allen's Hummingbird,2,2014,2014-06-20,Jun
American Wigeon,0,2014,2014-07-17,Jul
Mallard,0,2014,2014-07-17,Jul
Redhead,0,2014,2014-07-17,Jul
Lesser Scaup,0,2014,2014-07-17,Jul
Bufflehead,0,2014,2014-07-17,Jul
Red-breasted Merganser,0,2014,2014-07-17,Jul
Ruddy Duck,0,2014,2014-07-17,Jul
Pied-billed Grebe,0,2014,2014-07-17,Jul
Eared Grebe,0,2014,2014-07-17,Jul
Western Grebe,0,2014,2014-07-17,Jul
Brown Pelican,3,2014,2014-07-17,Jul
Double-crested Cormorant,10,2014,2014-07-17,Jul
Great Blue Heron,3,2014,2014-07-17,Jul
Great Egret,0,2014,2014-07-17,Jul
Snowy Egret,0,2014,2014-07-17,Jul
Green Heron,0,2014,2014-07-17,Jul
Black-crowned Night Heron,1,2014,2014-07-17,Jul
Red-shouldered Hawk,0,2014,2014-07-17,Jul
Red-tailed Hawk,0,2014,2014-07-17,Jul
American Kestrel,0,2014,2014-07-17,Jul
American Coot,0,2014,2014-07-17,Jul
Black-bellied Plover,0,2014,2014-07-17,Jul
Semipalmated Plover,0,2014,2014-07-17,Jul
Killdeer,2,2014,2014-07-17,Jul
Black-necked Stilt,3,2014,2014-07-17,Jul
Greater Yellowlegs,0,2014,2014-07-17,Jul
Willet,0,2014,2014-07-17,Jul
Whimbrel,0,2014,2014-07-17,Jul
Long-billed Curlew,0,2014,2014-07-17,Jul
Marbled Godwit,0,2014,2014-07-17,Jul
Black Turnstone,0,2014,2014-07-17,Jul
Sanderling,0,2014,2014-07-17,Jul
Western Sandpiper,0,2014,2014-07-17,Jul
Least Sandpiper,0,2014,2014-07-17,Jul
Long-billed Dowitcher,0,2014,2014-07-17,Jul
Heermann's Gull,0,2014,2014-07-17,Jul
Ring-billed Gull,0,2014,2014-07-17,Jul
California Gull,0,2014,2014-07-17,Jul
Western Gull,0,2014,2014-07-17,Jul
Forster's Tern,0,2014,2014-07-17,Jul
Rock Dove,0,2014,2014-07-17,Jul
Mourning Dove,0,2014,2014-07-17,Jul
Anna's Hummingbird,3,2014,2014-07-17,Jul
Belted Kingfisher,0,2014,2014-07-17,Jul
Downy Woodpecker,0,2014,2014-07-17,Jul
Black Phoebe,3,2014,2014-07-17,Jul
Say's Phoebe,0,2014,2014-07-17,Jul
Cassin's Kingbird,0,2014,2014-07-17,Jul
Western Scrub-Jay,0,2014,2014-07-17,Jul
American Crow,2,2014,2014-07-17,Jul
Northern Rough-winged Swallow,0,2014,2014-07-17,Jul
Barn Swallow,0,2014,2014-07-17,Jul
Cliff Swallow,0,2014,2014-07-17,Jul
Bushtit,0,2014,2014-07-17,Jul
Bewick's Wren,0,2014,2014-07-17,Jul
House Wren,0,2014,2014-07-17,Jul
Ruby-crowned Kinglet,0,2014,2014-07-17,Jul
Blue-gray Gnatcatcher,0,2014,2014-07-17,Jul
Northern Mockingbird,2,2014,2014-07-17,Jul
European Starling,0,2014,2014-07-17,Jul
American Pipit,0,2014,2014-07-17,Jul
Orange-crowned Warbler,0,2014,2014-07-17,Jul
Yellow-rumped Warbler,0,2014,2014-07-17,Jul
Townsend's Warbler,0,2014,2014-07-17,Jul
Common Yellowthroat,0,2014,2014-07-17,Jul
California Towhee,5,2014,2014-07-17,Jul
Beldingês Savannah Sparrow,0,2014,2014-07-17,Jul
Song Sparrow,3,2014,2014-07-17,Jul
Lincoln's Sparrow,0,2014,2014-07-17,Jul
White-crowned Sparrow,0,2014,2014-07-17,Jul
Golden-crowned Sparrow,0,2014,2014-07-17,Jul
Red-winged Blackbird,0,2014,2014-07-17,Jul
Brown-headed Cowbird,0,2014,2014-07-17,Jul
Hooded Oriole,1,2014,2014-07-17,Jul
House Finch,2,2014,2014-07-17,Jul
Lesser Goldfinch,0,2014,2014-07-17,Jul
American Goldfinch,0,2014,2014-07-17,Jul
Mute Swan,0,2014,2014-07-17,Jul
Eurasian Collared-Dove,0,2014,2014-07-17,Jul
Black Skimmer,0,2014,2014-07-17,Jul
Elegant Tern,0,2014,2014-07-17,Jul
Royal Tern,0,2014,2014-07-17,Jul
Glaucous-winged Gull,0,2014,2014-07-17,Jul
Selasphorus Hummingbird,0,2014,2014-07-17,Jul
Turkey Vulture,0,2014,2014-07-17,Jul
California Thrasher,1,2014,2014-07-17,Jul
American Wigeon,0,2014,2014-08-12,Aug
Mallard,5,2014,2014-08-12,Aug
Redhead,0,2014,2014-08-12,Aug
Lesser Scaup,0,2014,2014-08-12,Aug
Bufflehead,0,2014,2014-08-12,Aug
Red-breasted Merganser,0,2014,2014-08-12,Aug
Ruddy Duck,0,2014,2014-08-12,Aug
Pied-billed Grebe,0,2014,2014-08-12,Aug
Eared Grebe,0,2014,2014-08-12,Aug
Western Grebe,0,2014,2014-08-12,Aug
Brown Pelican,2,2014,2014-08-12,Aug
Double-crested Cormorant,39,2014,2014-08-12,Aug
Great Blue Heron,0,2014,2014-08-12,Aug
Great Egret,3,2014,2014-08-12,Aug
Snowy Egret,0,2014,2014-08-12,Aug
Green Heron,0,2014,2014-08-12,Aug
Black-crowned Night Heron,2,2014,2014-08-12,Aug
Red-shouldered Hawk,0,2014,2014-08-12,Aug
Red-tailed Hawk,0,2014,2014-08-12,Aug
American Kestrel,0,2014,2014-08-12,Aug
American Coot,0,2014,2014-08-12,Aug
Black-bellied Plover,0,2014,2014-08-12,Aug
Semipalmated Plover,0,2014,2014-08-12,Aug
Killdeer,0,2014,2014-08-12,Aug
Black-necked Stilt,1,2014,2014-08-12,Aug
Greater Yellowlegs,0,2014,2014-08-12,Aug
Willet,0,2014,2014-08-12,Aug
Whimbrel,0,2014,2014-08-12,Aug
Long-billed Curlew,0,2014,2014-08-12,Aug
Marbled Godwit,0,2014,2014-08-12,Aug
Black Turnstone,0,2014,2014-08-12,Aug
Sanderling,0,2014,2014-08-12,Aug
Western Sandpiper,0,2014,2014-08-12,Aug
Least Sandpiper,0,2014,2014-08-12,Aug
Long-billed Dowitcher,0,2014,2014-08-12,Aug
Heermann's Gull,0,2014,2014-08-12,Aug
Ring-billed Gull,0,2014,2014-08-12,Aug
California Gull,0,2014,2014-08-12,Aug
Western Gull,2,2014,2014-08-12,Aug
Forster's Tern,0,2014,2014-08-12,Aug
Rock Dove,0,2014,2014-08-12,Aug
Mourning Dove,0,2014,2014-08-12,Aug
Anna's Hummingbird,5,2014,2014-08-12,Aug
Belted Kingfisher,0,2014,2014-08-12,Aug
Downy Woodpecker,0,2014,2014-08-12,Aug
Black Phoebe,5,2014,2014-08-12,Aug
Say's Phoebe,0,2014,2014-08-12,Aug
Cassin's Kingbird,0,2014,2014-08-12,Aug
Western Scrub-Jay,0,2014,2014-08-12,Aug
American Crow,1,2014,2014-08-12,Aug
Northern Rough-winged Swallow,2,2014,2014-08-12,Aug
Barn Swallow,0,2014,2014-08-12,Aug
Cliff Swallow,2,2014,2014-08-12,Aug
Bushtit,10,2014,2014-08-12,Aug
Bewick's Wren,0,2014,2014-08-12,Aug
House Wren,0,2014,2014-08-12,Aug
Ruby-crowned Kinglet,0,2014,2014-08-12,Aug
Blue-gray Gnatcatcher,0,2014,2014-08-12,Aug
Northern Mockingbird,0,2014,2014-08-12,Aug
European Starling,0,2014,2014-08-12,Aug
American Pipit,0,2014,2014-08-12,Aug
Orange-crowned Warbler,0,2014,2014-08-12,Aug
Yellow-rumped Warbler,0,2014,2014-08-12,Aug
Townsend's Warbler,0,2014,2014-08-12,Aug
Common Yellowthroat,0,2014,2014-08-12,Aug
California Towhee,4,2014,2014-08-12,Aug
Beldingês Savannah Sparrow,0,2014,2014-08-12,Aug
Song Sparrow,4,2014,2014-08-12,Aug
Lincoln's Sparrow,0,2014,2014-08-12,Aug
White-crowned Sparrow,0,2014,2014-08-12,Aug
Golden-crowned Sparrow,0,2014,2014-08-12,Aug
Red-winged Blackbird,0,2014,2014-08-12,Aug
Brown-headed Cowbird,0,2014,2014-08-12,Aug
Hooded Oriole,0,2014,2014-08-12,Aug
House Finch,35,2014,2014-08-12,Aug
Lesser Goldfinch,1,2014,2014-08-12,Aug
American Goldfinch,0,2014,2014-08-12,Aug
Mute Swan,0,2014,2014-08-12,Aug
Loggerhead Shrike,0,2014,2014-08-12,Aug
Black-headed Grosbeak,1,2014,2014-08-12,Aug
American Wigeon,0,2014,2014-09-08,Sep
Mallard,0,2014,2014-09-08,Sep
Redhead,0,2014,2014-09-08,Sep
Lesser Scaup,0,2014,2014-09-08,Sep
Bufflehead,0,2014,2014-09-08,Sep
Red-breasted Merganser,0,2014,2014-09-08,Sep
Ruddy Duck,0,2014,2014-09-08,Sep
Pied-billed Grebe,0,2014,2014-09-08,Sep
Eared Grebe,0,2014,2014-09-08,Sep
Western Grebe,0,2014,2014-09-08,Sep
Brown Pelican,6,2014,2014-09-08,Sep
Double-crested Cormorant,23,2014,2014-09-08,Sep
Great Blue Heron,0,2014,2014-09-08,Sep
Great Egret,5,2014,2014-09-08,Sep
Snowy Egret,7,2014,2014-09-08,Sep
Green Heron,0,2014,2014-09-08,Sep
Black-crowned Night Heron,1,2014,2014-09-08,Sep
Red-shouldered Hawk,0,2014,2014-09-08,Sep
Red-tailed Hawk,0,2014,2014-09-08,Sep
American Kestrel,0,2014,2014-09-08,Sep
American Coot,0,2014,2014-09-08,Sep
Black-bellied Plover,0,2014,2014-09-08,Sep
Semipalmated Plover,0,2014,2014-09-08,Sep
Killdeer,0,2014,2014-09-08,Sep
Black-necked Stilt,0,2014,2014-09-08,Sep
Greater Yellowlegs,21,2014,2014-09-08,Sep
Willet,0,2014,2014-09-08,Sep
Whimbrel,1,2014,2014-09-08,Sep
Long-billed Curlew,0,2014,2014-09-08,Sep
Marbled Godwit,0,2014,2014-09-08,Sep
Black Turnstone,0,2014,2014-09-08,Sep
Sanderling,0,2014,2014-09-08,Sep
Western Sandpiper,0,2014,2014-09-08,Sep
Least Sandpiper,0,2014,2014-09-08,Sep
Long-billed Dowitcher,0,2014,2014-09-08,Sep
Heermann's Gull,0,2014,2014-09-08,Sep
Ring-billed Gull,0,2014,2014-09-08,Sep
California Gull,0,2014,2014-09-08,Sep
Western Gull,0,2014,2014-09-08,Sep
Forster's Tern,0,2014,2014-09-08,Sep
Rock Dove,0,2014,2014-09-08,Sep
Mourning Dove,0,2014,2014-09-08,Sep
Anna's Hummingbird,1,2014,2014-09-08,Sep
Belted Kingfisher,1,2014,2014-09-08,Sep
Downy Woodpecker,0,2014,2014-09-08,Sep
Black Phoebe,5,2014,2014-09-08,Sep
Say's Phoebe,0,2014,2014-09-08,Sep
Cassin's Kingbird,0,2014,2014-09-08,Sep
Western Scrub-Jay,0,2014,2014-09-08,Sep
American Crow,3,2014,2014-09-08,Sep
Northern Rough-winged Swallow,0,2014,2014-09-08,Sep
Barn Swallow,0,2014,2014-09-08,Sep
Cliff Swallow,0,2014,2014-09-08,Sep
Bushtit,0,2014,2014-09-08,Sep
Bewick's Wren,0,2014,2014-09-08,Sep
House Wren,0,2014,2014-09-08,Sep
Ruby-crowned Kinglet,0,2014,2014-09-08,Sep
Blue-gray Gnatcatcher,1,2014,2014-09-08,Sep
Northern Mockingbird,0,2014,2014-09-08,Sep
European Starling,0,2014,2014-09-08,Sep
American Pipit,0,2014,2014-09-08,Sep
Orange-crowned Warbler,0,2014,2014-09-08,Sep
Yellow-rumped Warbler,0,2014,2014-09-08,Sep
Townsend's Warbler,0,2014,2014-09-08,Sep
Common Yellowthroat,1,2014,2014-09-08,Sep
California Towhee,5,2014,2014-09-08,Sep
Beldingês Savannah Sparrow,0,2014,2014-09-08,Sep
Song Sparrow,4,2014,2014-09-08,Sep
Lincoln's Sparrow,0,2014,2014-09-08,Sep
White-crowned Sparrow,0,2014,2014-09-08,Sep
Golden-crowned Sparrow,0,2014,2014-09-08,Sep
Red-winged Blackbird,0,2014,2014-09-08,Sep
Brown-headed Cowbird,0,2014,2014-09-08,Sep
Hooded Oriole,0,2014,2014-09-08,Sep
House Finch,0,2014,2014-09-08,Sep
Lesser Goldfinch,0,2014,2014-09-08,Sep
American Goldfinch,0,2014,2014-09-08,Sep
Western Tanager,0,2014,2014-09-08,Sep
Acorn Woodpecker,0,2014,2014-09-08,Sep
Eurasian Collared-Dove,5,2014,2014-09-08,Sep
Yellow Warbler,0,2014,2014-09-08,Sep
Peregrine Falcon,0,2014,2014-09-08,Sep
California Thrasher,1,2014,2014-09-08,Sep
American Wigeon,0,2014,2014-10-09,Oct
Mallard,0,2014,2014-10-09,Oct
Redhead,0,2014,2014-10-09,Oct
Lesser Scaup,0,2014,2014-10-09,Oct
Bufflehead,0,2014,2014-10-09,Oct
Red-breasted Merganser,0,2014,2014-10-09,Oct
Ruddy Duck,0,2014,2014-10-09,Oct
Pied-billed Grebe,0,2014,2014-10-09,Oct
Eared Grebe,0,2014,2014-10-09,Oct
Western Grebe,0,2014,2014-10-09,Oct
Brown Pelican,0,2014,2014-10-09,Oct
Double-crested Cormorant,13,2014,2014-10-09,Oct
Great Blue Heron,1,2014,2014-10-09,Oct
Great Egret,0,2014,2014-10-09,Oct
Snowy Egret,2,2014,2014-10-09,Oct
Green Heron,0,2014,2014-10-09,Oct
Black-crowned Night Heron,1,2014,2014-10-09,Oct
Red-shouldered Hawk,0,2014,2014-10-09,Oct
Red-tailed Hawk,0,2014,2014-10-09,Oct
American Kestrel,0,2014,2014-10-09,Oct
American Coot,0,2014,2014-10-09,Oct
Black-bellied Plover,0,2014,2014-10-09,Oct
Semipalmated Plover,0,2014,2014-10-09,Oct
Killdeer,0,2014,2014-10-09,Oct
Black-necked Stilt,0,2014,2014-10-09,Oct
Greater Yellowlegs,1,2014,2014-10-09,Oct
Willet,2,2014,2014-10-09,Oct
Whimbrel,0,2014,2014-10-09,Oct
Long-billed Curlew,0,2014,2014-10-09,Oct
Marbled Godwit,0,2014,2014-10-09,Oct
Black Turnstone,0,2014,2014-10-09,Oct
Sanderling,0,2014,2014-10-09,Oct
Western Sandpiper,0,2014,2014-10-09,Oct
Least Sandpiper,0,2014,2014-10-09,Oct
Long-billed Dowitcher,0,2014,2014-10-09,Oct
Heermann's Gull,0,2014,2014-10-09,Oct
Ring-billed Gull,0,2014,2014-10-09,Oct
California Gull,0,2014,2014-10-09,Oct
Western Gull,0,2014,2014-10-09,Oct
Forster's Tern,0,2014,2014-10-09,Oct
Rock Dove,0,2014,2014-10-09,Oct
Mourning Dove,1,2014,2014-10-09,Oct
Anna's Hummingbird,9,2014,2014-10-09,Oct
Belted Kingfisher,2,2014,2014-10-09,Oct
Downy Woodpecker,0,2014,2014-10-09,Oct
Black Phoebe,5,2014,2014-10-09,Oct
Say's Phoebe,1,2014,2014-10-09,Oct
Cassin's Kingbird,0,2014,2014-10-09,Oct
Western Scrub-Jay,0,2014,2014-10-09,Oct
American Crow,2,2014,2014-10-09,Oct
Northern Rough-winged Swallow,0,2014,2014-10-09,Oct
Barn Swallow,0,2014,2014-10-09,Oct
Cliff Swallow,0,2014,2014-10-09,Oct
Bushtit,0,2014,2014-10-09,Oct
Bewick's Wren,0,2014,2014-10-09,Oct
House Wren,0,2014,2014-10-09,Oct
Ruby-crowned Kinglet,0,2014,2014-10-09,Oct
Blue-gray Gnatcatcher,2,2014,2014-10-09,Oct
Northern Mockingbird,0,2014,2014-10-09,Oct
European Starling,0,2014,2014-10-09,Oct
American Pipit,0,2014,2014-10-09,Oct
Orange-crowned Warbler,1,2014,2014-10-09,Oct
Yellow-rumped Warbler,13,2014,2014-10-09,Oct
Townsend's Warbler,0,2014,2014-10-09,Oct
Common Yellowthroat,0,2014,2014-10-09,Oct
California Towhee,3,2014,2014-10-09,Oct
Beldingês Savannah Sparrow,0,2014,2014-10-09,Oct
Song Sparrow,7,2014,2014-10-09,Oct
Lincoln's Sparrow,0,2014,2014-10-09,Oct
White-crowned Sparrow,2,2014,2014-10-09,Oct
Golden-crowned Sparrow,0,2014,2014-10-09,Oct
Red-winged Blackbird,0,2014,2014-10-09,Oct
Brown-headed Cowbird,0,2014,2014-10-09,Oct
Hooded Oriole,0,2014,2014-10-09,Oct
House Finch,5,2014,2014-10-09,Oct
Lesser Goldfinch,0,2014,2014-10-09,Oct
American Goldfinch,0,2014,2014-10-09,Oct
Yellow Warbler,0,2014,2014-10-09,Oct
Elegant Tern,0,2014,2014-10-09,Oct
Hermit Thrush,0,2014,2014-10-09,Oct
Loggerhead Shrike,1,2014,2014-10-09,Oct
American Wigeon,0,2014,2014-11-19,Nov
Mallard,0,2014,2014-11-19,Nov
Redhead,0,2014,2014-11-19,Nov
Lesser Scaup,0,2014,2014-11-19,Nov
