Species,UCEN Restoration Site (RS),Northern Eucs- above road (NE),NE Road Margin (RM),Commencement Green (CG),North Margin Zone General,North Margin Zone Summary,West Lagoon Proper (LW),Mid Lagoon Proper (LM),East Lagoon Proper (LE),Lagoon Proper General,Lagoon Zone Summary,Zone 3- below road (Z3) ,Zone 2- above road (Z2) ,Zone 1 (Z1) ,Oak Grove/Basin 6 (OG),West Lagoon Park General,West Lagoon Park Summary,West Depressions (WD),East Depressions (ED),Beach (BE),South Beach Zone General,South Beach Zone Summary,Quarry Enhancement Site (QE),Lagoon Island South (IS),Lagoon Island North (IN),Lagoon Island Zone General,Lagoon Island Zone Summary,CP Mesa Top (CP),CP Wetland Edge (WE),CP Outcrop (OC),Campus Point Zone General,Campus Point Zone Summary,Beach Side (BS),Lagoon Side (LS),Pearl Chase Garden (PC),East Margin Zone General,East Margin Zone Summary,Lagoo Management Non-specific,Fieldnote Summary #'s,Lagoon Management Area Totals,Songs/Males Counted,Females Counted,Juveniles Counted,Species Notes,Breeding Evidence Yes or Blank,Presences Only (Yes or Blank),Day,Month,Year,month num,Date,seasonnum,Time Start, Time End,Temp Start (F),Wind Start (0-3),Wind Direction Start,Cloud Cover % Start,Cloud Height Start,Rain (0-5) Start,Temp End (F),Wind End (0-3),Wind Direction End,Cloud Cover % End,Cloud Height End,Rain End (0-5), Weather Note,  Nearest Tide Time, Nearest Tide Height (ft), Nearest Tide High/Low?,Observer,Survey Coverage Notes,(1-Single   2-Partial Survey   3-Complete Survey   4-Roost Survey  5-Nest Search),Taxinomic #
Vaux Swifts,,,,,,0,,472,,,472,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,472,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Brewers Blackbird,,4,,,,4,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Scaly breasted Munia,,7,1,4,,12,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,12,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Oak Titmouse,,1,,,,1,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Nutalls Woodpecker,,,,,,0,,1,,,1,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Wilsons Warbler,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,1,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Yellow Warbler,,,,,,0,,,,,0,,,,,,0,,,,,0,,,2,,2,,,,,0,,,2,,2,,,4,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Turkey Vulture,,,,,,0,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
CA Thrasher,,,,,,0,,,,,0,,1,,,,1,,,,,0,,,,,0,,1,,,1,,,,,0,,,2,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Elegant Tern,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,2,,,,2,,,2,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Brandts Comorant,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,2,,2,,,,,0,,,2,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
W. Bluebird,,,,2,,2,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Selasphorous Hummingbird,,,,,,0,,,,,0,,1,,3,,4,,,,,0,,,,,0,,,,,0,,,,,0,,,4,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
W. Kingbird,,,,,,0,,,,,0,,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
N. Flicker,,,,,,0,,,,,0,,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
W. Tanger,,,,,,0,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Eurasian Collared-Dove,,,,,,0,,,,,0,,,,,,0,,,,,0,,1,,,1,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Western Woodpecker,,,,,,0,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
American Wigeon,,,,,,0,,,46,,46,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,46,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Ruddy Duck,,,,,,0,,,15,,15,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,15,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Pied-billed Grebe,,,,,,0,,3,2,,5,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Eared Grebe,3,,,,,3,2,5,,,7,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,10,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Western Grebe,,,,,,0,1,1,2,,4,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Brown Pelican,,,,,,0,,2,,,2,,,,,,0,,,,,0,,,4,,4,,,,,0,,,,,0,,,6,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Double-crested Cormorant,,,15,,,15,5,1,,,6,,,,,,0,,,,,0,,,16,,16,,,,,0,,,,,0,,,37,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Great Blue Heron,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,1,,,1,,,1,,1,,,2,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Great Egret,2,,,,,2,,,,,0,2,,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,4,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Snowy Egret,3,,,,,3,,,,,0,,,,,,0,,,,,0,1,,,,1,,,,,0,,,,,0,,,4,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Black-crowned Night Heron,3,,,,,3,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Red-tailed Hawk,,,1,,,1,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,,,,0,,,2,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
American Kestrel,,,,,,0,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,,,,0,,,1,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
American Coot,6,2,,,,8,11,33,23,,67,,,,,,0,,,,,0,1,,,,1,,,,,0,,,,,0,,,76,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Black-bellied Plover,,,,,,0,,,,,0,,,,,,0,,,13,,13,,,,,0,,,,,0,,,,,0,,,13,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Killdeer,1,,,,,1,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Black-necked Stilt,8,,,,,8,,,,,0,,,,,,0,5,,,,5,,,,,0,,,,,0,,,,,0,,,13,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Greater Yellowlegs,1,,,,,1,,,,,0,,,,,,0,,,,,0,2,,,,2,,,,,0,,,,,0,,,3,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Willet,9,,,,,9,4,,,,4,,,,,,0,,,,,0,24,,,,24,,,,,0,,,,,0,,,37,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Sanderling,,,,,,0,,,,,0,,,,,,0,,,8,,8,,,,,0,,,,,0,,,,,0,,,8,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Least Sandpiper,,,,,,0,,,,,0,2,,,,,2,,,4,,4,,,,,0,,,,,0,,,,,0,,,6,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Long-billed Dowitcher,4,,,,,4,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Western Gull,,2,1,,,3,,,,,0,,,,,,0,,,,,0,,,1,,1,,,14,,14,1,,,,1,,,19,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Forster's Tern,,,,,,0,,1,,,1,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Anna's Hummingbird,,,2,,,2,,,,,0,,2,,,,2,,,,,0,,1,1,,2,1,1,,,2,,,1,,1,,,9,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Belted Kingfisher,,2,,,,2,,2,,,2,,,,,,0,,,,,0,1,,9,,10,,,,,0,,,,,0,,,14,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Black Phoebe,,,1,,,1,,,,,0,,1,,2,,3,,1,,,1,,1,9,,10,2,1,,,3,,,,,0,,,18,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Cassin's Kingbird,,,,,,0,,,,,0,,1,,,,1,,,,,0,,2,,,2,,,,,0,,,,,0,,,3,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
American Crow,,1,,,,1,,,,,0,,,,,,0,,,,,0,,,1,,1,3,2,,,5,1,4,1,,6,,,13,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Barn Swallow,,,,,,0,,,,,0,,,,,,0,,,,,0,,,3,,3,,,,,0,,,,,0,,,3,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Cliff Swallow,,,,,,0,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,,,,0,,,1,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Bushtit,,,,,,0,,,,,0,,,15,,,15,,,,,0,,,,,0,,,,,0,,,,,0,,,15,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Bewick's Wren,,,,,,0,,,,,0,,,,,,0,,,,,0,,,2,,2,,,,,0,,,1,,1,,,3,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
House Wren,,1,,,,1,,,,,0,,,,1,,1,,,,,0,,1,1,,2,,,,,0,,,,,0,,,4,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Ruby-crowned Kinglet,,,,,,0,,,,,0,,,1,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Blue-gray Gnatcatcher,,,2,,,2,,,,,0,,1,,,,1,,,,,0,,,1,,1,,1,,,1,,,,,0,,,5,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Northern Mockingbird,,,1,,,1,,,,,0,,2,,1,,3,,,,,0,,,,,0,,,,,0,,,2,,2,,,6,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Orange-crowned Warbler,,1,,,,1,,,,,0,,,,,,0,,,,,0,,,,,0,2,,,,2,,,1,,1,,,4,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Yellow-rumped Warbler,,,4,,,4,,,,,0,,,,3,,3,,,,,0,,,6,,6,2,,,,2,,,4,,4,,,19,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Common Yellowthroat,2,3,,,,5,,,,,0,,,,,,0,2,,,,2,,,1,,1,1,,,,1,,,,,0,,,9,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
California Towhee,,,,,,0,,,,,0,,1,,,,1,,,,,0,,,2,,2,1,,,,1,,,,,0,,,4,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Beldingês Savannah Sparrow,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,1,,,,1,,1,,,1,,,2,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Song Sparrow,3,6,1,,,10,,,,,0,,2,1,1,,4,1,,,,1,,2,3,,5,1,,,,1,,1,2,,3,,,24,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Lincoln's Sparrow,,1,,,,1,,,,,0,,,,1,,1,,,,,0,,1,,,1,,,,,0,,,,,0,,,3,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
White-crowned Sparrow,,8,3,,,11,,,,,0,,1,,,,1,,,,,0,1,2,13,,16,2,,,,2,,,,,0,,,30,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Golden-crowned Sparrow,,,,,,0,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,2,,,2,,,3,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
House Finch,2,,2,4,,8,,,,,0,,18,,,,18,,,,,0,,,10,,10,,20,,,20,,1,4,,5,,,61,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Lesser Goldfinch,,,,1,,1,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,,,,0,,,2,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Greater Scaup,,,,,,0,,3,,,3,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
N. Shoveller,,,,,,0,,,4,,4,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Scaly breasted Munia,,,8,,,8,,,,,0,,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,9,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Merlin,,,,,,0,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,,,,0,,,1,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
W. Bluebird,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,1,,,1,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Fox Sparrow,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,1,,,1,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Royal Tern,,,,,,0,,2,,,2,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
W. Meadowlark,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,1,,,1,,,1,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Hutton's Vireo,,,,,,0,,,,,0,,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Eurasian Collared-Dove,,,,1,,1,,,,,0,,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,3,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Nutalls Woodpecker,,,,1,,1,,,,,0,,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,2,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Hermit Thrush,,,,,,0,,,,,0,,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
Spotted Towee,,,,,,0,,,,,0,,1,,,,1,,,,,0,,,1,,1,,,,,0,,,,,0,,,2,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
CA Thrasher,,,,,,0,,,,,0,,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
N. Flicker,,,,,,0,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,,,,0,,,1,,,,,,,24,October,2017,10,24-Oct-17,4,8:00,10:00,68,0,,0,0,0,85,0,,0,0,0,,,,,"Mark Holmgren, Darwin Richardson, Evan Hobson, Lisa Stratton, Jason Lui",,,
